Participant ID,Game ID,Round 1,Round 2,Round 3,Disorder,Website Choice
75,0,Flat feet. Sleep disturbance. Tingling/pins and needles. Depressivity. Persistent blue hands/feet,Vertigo. Malabsorption. Abnormal anus or rectum. Muscle pain. Stretchy skin,Constipation. Nausea and vomiting. Soft skin. Separation of layers of an artery,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
75,1,Anxiety. Mini-stroke. Picture: Angiokeratoma (small raised dark-red spot). Picture: Conjunctival telangiectasia. Thickened skin,Corneal opacity. Abdominal pain. Behavioral abnormality. Atrioventricular block,Corneal dystrophy. Elevated or lowered cholesteral. Optic atrophy. Emphysema,Fabry disease,2. Malady Help
75,2,Hydrops fetalis: prenatal swelling. Feeding difficulties in infancy. Joint pain. Fever. Anemia. Changes in coordination and speed of movements,Recurrent fractures. Developmental regression. Fatigue. Difficulty swallowing. Abdominal pain. Bilateral tonic-clonic seizure,Osteopenia: Decreased bone density. Abnormal pericardium morphology. Ataxia. Retinopathy. Abnormality of the skeletal system,Gaucher disease,1. Collaborative Filtering
76,0,Gum abnormalities. Sleep disturbance. Malabsorption. Limitation of joint mobility. Muscle pain,Frequent joint dislocation. Vertigo. Osteoarthritis. Nausea and vomiting. Soft skin,Persistent blue hands/feet. Breathing stops (episodes). Fatigue. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
76,1,Behavioral abnormality. Nausea and vomiting. Arthritis. Hearing impairment. Progressive airflow obstruction,Fatigue. Picture: Angiokeratoma (small raised dark-red spot). Spider veins. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Joint pain,High urine protein levels. Emphysema. Elevated or lowered cholesteral. Abnormality of the endocardium. Malabsorption,Fabry disease,1. Collaborative Filtering
76,2,Hydrops fetalis: prenatal swelling. Abnormal bone structure. Anemia. Joint stiffness. Depressivity. Abdominal pain,Recurrent fractures. Fever. Breathing difficulties. Ataxia. Bone death due to lack of blood supply. Osteolysis: Breakdown of bone,Generalized myoclonic seizures. Englarged spleen. Bilateral tonic-clonic seizure. Interstitial pulmonary abnormality. Abnormal heart valve morphology,Gaucher disease,3. Google Custom
77,0,Gum enlargement. Foot deformity. Joint pain. Inguinal hernia. Scoliosis,Depressivity. Acid reflux. Muscle pain. Persistent blue hands/feet,Thin skin. Frequent joint dislocation. Arrhythmia. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
77,1,Congestive heart failure. Muscle pain. Arthritis. Behavioral abnormality. Thickened skin. Joint pain. Extreme thirst,Vision loss. Abdominal pain. Cognitive impairment. Picture: Subcutaneous nodule (skin lesion). Anemia. Spider veins,Elevated or lowered cholesteral. High urine protein levels. Abnormal myocardium morphology. Abnormality of the endocardium. Nephrotic syndrome. Optic atrophy,Fabry disease,1. Collaborative Filtering
77,2,Short stature. Tremor. Bleeding gums. Susceptable to bleeding. Fatigue,Blood in urine. Paralysis or weakness of one side of the body. Bone death due to lack of blood supply. Hydrocephalus (too much cerebrospinal fluid in the brain),Englarged spleen. Bone infection. Abnormality of the skeletal system. Generalized myoclonic seizures,Gaucher disease,2. Malady Help
78,0,Gum abnormalities. Flat feet. Frequent joint dislocation. Depressivity. Scoliosis,Muscle pain. Persistent blue hands/feet. Joint hyperflexibility. Thin skin,Osteoarthritis. Fatigue. Malabsorption. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
78,1,Short stature. Increased urine output. Blood in urine. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Developmental regression. Anemia,Seizure. Fatigue. Anorexia. Corneal opacity. Mitral regurgitation,Cataract. Atrioventricular block. Bundle branch block. Kidney damage/Kidney disease. Malabsorption,Fabry disease,1. Collaborative Filtering
78,2,Abnormal bone structure. Short stature. Fever. Dry scales on the skin. Anemia,Bone pain. Breathing difficulties. Fatigue. Pulmonary arterial hypertension: High blood pressure in lungs,Abnormal pericardium morphology. Enlarged liver. Osteopenia: Decreased bone density. Englarged spleen,Gaucher disease,3. Google Custom
79,0,Flat feet. Sleep disturbance. Stretchy skin. Dry eyes. Muscle pain,Frequent joint dislocation. Persistent blue hands/feet. Nausea and vomiting. Joint hyperflexibility. Menstrual abnormalities (frequency heaviness irregularity),Limitation of joint mobility. Migraine. Inguinal hernia. Constipation. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
79,1,Congestive heart failure. Muscle pain. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Cognitive impairment. Fatigue,Abdominal pain. Anemia. Mini-stroke. Breathing difficulties. Blood in urine,Joint pain. Nephrotic syndrome. Renal insufficiency. Kidney damage/Kidney disease. Abnormal aortic valve morphology,Fabry disease,1. Collaborative Filtering
79,2,Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Short stature. Developmental regression. Abdominal pain. Joint pain. Recurrent fractures,Difficulty swallowing. Tremor. Fever. Generalized myoclonic seizures. Abnormality of the skeletal system,Low platelet count. Osteopenia: Decreased bone density. Cranial nerve paralysis. Increased bone mineral density. Hydrocephalus (too much cerebrospinal fluid in the brain),Gaucher disease,3. Google Custom
80,0,Abnormal palate (roof of the mouth). Flat feet. Constipation. Muscle pain. Genital hernia. Osteoarthritis,Scoliosis. Vertigo. Soft skin. Persistent blue hands/feet. Joint pain,Inguinal hernia. Frequent joint dislocation. Stretchy skin. Extra bones in the cranium. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
80,1,Short stature. Vertigo. Picture: Angiokeratoma (small raised dark-red spot). Anorexia. Lack of sweating,Joint pain. Blood in urine. Extreme thirst. Corneal opacity. Arthritis,Elevated or lowered cholesteral. Malabsorption. Nephrotic syndrome. Atrioventricular block. Corneal dystrophy,Fabry disease,3. Google Custom
80,2,Delayed puberty. Hydrops fetalis: prenatal swelling. Developmental regression. Susceptable to bleeding. Changes in coordination and speed of movements. Dry scales on the skin,Fatigue. Anemia. Joint stiffness. Corneal opacity. Bone pain. Bone death due to lack of blood supply,Generalized myoclonic seizures. Abnormal heart valve morphology. Bone infection. Interstitial pulmonary abnormality. Englarged spleen. Enlarged liver,Gaucher disease,2. Malady Help
81,0,Prominent eye folds. Drooping upper eyelid. Joint pain. Stretchy skin,Genital hernia. Migraine. Depressivity. Acid reflux,Soft skin. Persistent blue hands/feet. Fatigue. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
81,1,Picture: coarse facial features. Picture: Conjunctival telangiectasia. Fatigue. Picture: Subcutaneous nodule (skin lesion). Muscle pain. Anemia,Arthritis. Joint pain. Hearing impairment. Behavioral abnormality. Mini-stroke. Corneal opacity,Kidney damage/Kidney disease. Mitral regurgitation. High urine protein levels. Abnormal renal tubule morphology. Nephrotic syndrome. Achalasia,Fabry disease,3. Google Custom
81,2,Delayed puberty. Feeding difficulties in infancy. Difficulty swallowing. Recurrent fractures. Fatigue. Hearing impairment,Bone pain. Joint dislocation. Fever. Abnormal skin pigmentation. Breathing difficulties. Low platelet count,Abnormality of the skeletal system. Calcium deposits in the mitral valve. Ataxia. Generalized myoclonic seizures. Replacement of normal lung tissues by fibroblasts and collagen. Bone death due to lack of blood supply,Gaucher disease,1. Collaborative Filtering
82,0,Sleep disturbance. Flat feet. Thin skin. Joint hyperflexibility. Depressivity,Vertigo. Muscle pain. Persistent blue hands/feet. Unusual scars,Nausea and vomiting. Stretchy skin. Frequent joint dislocation. Widening of main artery,Hypermobile Ehlers-Danlos syndrome,1. Collaborative Filtering
82,1,Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Behavioral abnormality. Anorexia. Blurred vision,Hearing impairment. Muscle pain. Arthritis. Picture: Angiokeratoma (small raised dark-red spot),Emphysema. Diabetes insipidus. Bundle branch block. Abnormality of the endocardium,Fabry disease,2. Malady Help
82,2,Delayed puberty. Abdominal pain. Difficulty swallowing. Hearing impairment. Joint dislocation,Fever. Anemia. Joint pain. Calcium deposits in the aortic valve. Abnormal heart valve morphology,Abnormality of the skeletal system. Englarged spleen. Generalized myoclonic seizures. Enlarged liver,Gaucher disease,3. Google Custom
83,0,Sleep disturbance. Abnormality of the wrist. Dental abnormalities. Malabsorption. Vertigo. Fatigue,Thin skin. Scoliosis. Nausea and vomiting. Stretchy skin. Joint hyperflexibility,Picture: Subcutaneous nodule (skin lesion). Arrhythmia. Constipation. Persistent blue hands/feet. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
83,1,Abdominal pain. Spider veins. Nausea and vomiting. Picture: Conjunctival telangiectasia. Thickened skin,Arthritis. Vertigo. Corneal opacity. Anemia,Lack of sweating. Glomerulopathy (diseased blood vessels in the kidneys). Corneal dystrophy. Malabsorption,Fabry disease,1. Collaborative Filtering
83,2,Misalignment of the eyes. Abnormal bone structure. Involuntary movements. Fever. Decreased muscle tone,Difficulty swallowing. Joint stiffness. Abdominal pain. Englarged spleen,Low platelet count. Ataxia. Calcium deposits in the mitral valve. Osteopenia: Decreased bone density,Gaucher disease,3. Google Custom
84,0,Sleep disturbance. Limitation of joint mobility. Thin skin. Frequent joint dislocation,Migraine. Vertigo. Fatigue. Persistent blue hands/feet,Stretchy skin. Joint pain. Poorly functioning veins,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
84,1,Vision loss. Spider veins. Anemia. Hearing impairment. Persistent swelling in arm/leg,Arthritis. Picture: Conjunctival telangiectasia. Fatigue. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Mitral regurgitation,High urine protein levels. Renal insufficiency. Optic atrophy. Kidney damage/Kidney disease,Fabry disease,2. Malady Help
84,2,Misalignment of the eyes. Hydrops fetalis: prenatal swelling. Breathing difficulties. Anemia. Changes in coordination and speed of movements. Difficulty swallowing,Fatigue. Difficulty with horizontal voluntary eye movements. Depressivity. Abdominal pain. Calcium deposits in the mitral valve,Ataxia. Abnormal pericardium morphology. Cherry red spot of the macula. Enlarged liver. Low platelet count,Gaucher disease,1. Collaborative Filtering
85,0,Foot deformity. Abnormal palate (roof of the mouth). Flat feet. Vertigo. Fatigue. Limitation of joint mobility,Tendon rupture. Inguinal hernia. Genital hernia. Decreased fertility. Stretchy skin. Nausea and vomiting,Joint hyperflexibility. Muscle pain. Migraine. Frequent joint dislocation. Absent/small abdominal wall muscles. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,3. Google Custom
85,1,Picture: thick lower lip. Spider veins. Increased urine output. Lack of sweating. Joint pain,Muscle pain. Picture: Subcutaneous nodule (skin lesion). Anemia. Vision loss. Abdominal pain,Cataract. Emphysema. Reduced bone mineral density. Abnormal aortic valve morphology,Fabry disease,1. Collaborative Filtering
85,2,Abnormal bone structure. Delayed skeletal maturation. Fever. Changes in coordination and speed of movements. Bone pain,Anemia. Depressivity. Recurrent fractures. Replacement of normal lung tissues by fibroblasts and collagen. Englarged spleen,Generalized myoclonic seizures. Abnormality of the skeletal system. Hepatitis. Low platelet count,Gaucher disease,2. Malady Help
86,0,Sleep disturbance. Abnormality of the wrist. Constipation. Stretchy skin. Depressivity,Fatigue. Joint pain. Persistent blue hands/feet. Malabsorption. Inflamed gums,Frequent joint dislocation. Vertigo. Osteoarthritis. Decreased nerve conduction velocity,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
86,1,Delayed puberty. Spider veins inside the mouth or conjunctiva or gastrointestinal tract or inner nose or trachoebronchial system. Anemia. Mini-stroke. Hearing impairment,Muscle pain. Picture: Angiokeratoma (small raised dark-red spot). Blurred vision. Cognitive impairment. Behavioral abnormality,Optic atrophy. Nephrotic syndrome. Atrioventricular block. Emphysema. Mitral regurgitation,Fabry disease,1. Collaborative Filtering
86,2,Delayed skeletal maturation. Abnormal bone structure. Arthrogryposis multiplex congenita (bent joints that cannot be straightened). Bone pain. Recurrent fractures. Abdominal pain,Difficulty swallowing. Paralysis or weakness of one side of the body. Abnormal skin pigmentation. Changes in coordination and speed of movements. Breathing difficulties. Osteopenia: Decreased bone density,Englarged spleen. Elevated C-reactive protein level. Scarring of liver caused by chronic liver disease. Interstitial pulmonary abnormality. Retinopathy. Abnormality of the skeletal system,Gaucher disease,3. Google Custom
87,0,Sleep disturbance. Foot deformity. Picture: Subcutaneous nodule (skin lesion). Fatigue. Joint hyperflexibility,Joint pain. Dry eyes. Frequent joint dislocation. Vertigo. Persistent blue hands/feet,Arrhythmia. Osteoarthritis. Muscle pain. Extra bones in the cranium,Hypermobile Ehlers-Danlos syndrome,2. Malady Help
87,1,Thickened skin. Lack of sweating. Picture: Subcutaneous nodule (skin lesion). Spider veins,Arthritis. Muscle pain. Anorexia. Abnormality of the endocardium,Diabetes insipidus. Cataract. Abnormal aortic valve morphology,Fabry disease,3. Google Custom
87,2,Abnormal bone structure. Feeding difficulties in infancy. Difficulty swallowing. Abdominal pain. Abnormal skin pigmentation. Decreased muscle tone,Difficulty with horizontal voluntary eye movements. Dry scales on the skin. Depressivity. Anemia. Abnormal myocardium morphology. Low platelet count,Bilateral tonic-clonic seizure. Increased antibody level in blood. Low blood cell count. Hydrocephalus (too much cerebrospinal fluid in the brain). Pulmonary arterial hypertension: High blood pressure in lungs,Gaucher disease,1. Collaborative Filtering
